active_wallets,avg_gas_price,day,failed_tx,success_tx,total_gas_used,tx_count
1129003,7161552738.744089,2022-11-23,235678,3432479,386047564765,3668157
1214477,6364591649.885147,2022-11-24,140475,3459736,367395397209,3600211
1165128,6504863900.988833,2022-11-25,148091,3328664,360976710813,3476755
1145858,6507612194.825137,2022-11-26,145520,3169721,365541855417,3315241
1248740,6347865620.092779,2022-11-27,123052,3368784,358811710024,3491836
1318457,6348937293.231649,2022-11-28,180749,3540960,384086529342,3721709
1268636,6606232590.192675,2022-11-29,177709,3459033,411181319719,3636742
1252902,6845302006.033867,2022-11-30,216703,3604771,424710393027,3821474
1497102,6719149480.715289,2022-12-01,207049,3939089,417978819701,4146138
1326523,8267045154.522055,2022-12-02,334717,3782731,437893381768,4117448
1113112,6487832426.561128,2022-12-03,154108,3129921,354015002919,3284029
1087504,6511139955.938026,2022-12-04,155303,3026169,344839493024,3181472
1253215,6490719866.553477,2022-12-05,131173,3268492,354613794292,3399665
1086636,6671362359.600286,2022-12-06,154775,3022325,376262949262,3177100
1042133,6250995288.370309,2022-12-07,139745,3049984,359406190172,3189729
1144132,6486338059.4229965,2022-12-08,174627,3293069,385109237757,3467696
1139116,6145478126.078508,2022-12-09,143267,3101679,385936006262,3244946
1038237,6299245240.8787775,2022-12-10,115842,2778315,367463500558,2894157
1015929,6141006994.4534,2022-12-11,124585,2719630,314222264177,2844215
1093122,6220626946.253264,2022-12-12,141302,2968544,332047087622,3109846
1134215,6591417463.024122,2022-12-13,184347,3300818,385811167181,3485165
1075339,6451003384.4397,2022-12-14,163426,3074284,350127547552,3237710
1152165,6365296198.389713,2022-12-15,140261,3310916,376959931316,3451177
1127844,6575798245.089426,2022-12-16,166994,3271137,394029248236,3438131
1064629,6579127656.214435,2022-12-17,173319,2977242,336082340191,3150561
890089,6174671107.351938,2022-12-18,116248,2553236,307440316217,2669484
883046,6434178728.888227,2022-12-19,136546,2641106,319669244975,2777652
877533,6468574881.215473,2022-12-20,108701,2592897,314032701267,2701598
818919,6314486885.026502,2022-12-21,113605,2557425,335687245219,2671030
893833,6508887020.914276,2022-12-22,111357,2670701,308649126174,2782058
837782,6541046522.120416,2022-12-23,108760,2522550,296917282375,2631310
849878,6079849043.6454,2022-12-24,104262,2623809,288486879785,2728071
873346,6475315823.649296,2022-12-25,126055,2565339,282379235278,2691394
913739,6445016930.158839,2022-12-26,117358,2649914,292779428403,2767272
867912,6184675245.49858,2022-12-27,111704,2526742,291097674419,2638446
869607,6351075553.434033,2022-12-28,119264,2604396,336590359480,2723660
904642,6443210017.99709,2022-12-29,133459,2735599,344173310640,2869058
902320,6888917498.854593,2022-12-30,158574,2858949,384518352865,3017523
844328,6520397468.070571,2022-12-31,123975,2585302,355052972439,2709277
697449,6583970827.639839,2023-01-01,123189,2132374,277894092233,2255563
752447,6596348078.259544,2023-01-02,134154,2321729,297863200974,2455883
748645,6437695027.836467,2023-01-03,126683,2334889,290895505468,2461572
741934,6674560755.495624,2023-01-04,119426,2419033,316518274429,2538459
734039,6505860445.14837,2023-01-05,115569,2391335,334904545530,2506904
736035,7013123618.819637,2023-01-06,127687,2359687,321664311655,2487374
700903,6505729907.271528,2023-01-07,144012,2270672,316069008050,2414684
806272,6566904605.538954,2023-01-08,149355,2507988,337512133992,2657343
887245,6873579075.950109,2023-01-09,160216,2748960,376892481635,2909176
878366,6529165185.955323,2023-01-10,128958,2627589,340676838151,2756547
856096,6672028359.244126,2023-01-11,134282,2586701,349660883639,2720983
894018,6883565465.746108,2023-01-12,147531,2747861,363774126355,2895392
817374,6957957942.629522,2023-01-13,141413,2638357,320859442520,2779770
847444,7305554697.909562,2023-01-14,220492,2844339,365301005905,3064831
758947,7241192172.443023,2023-01-15,181130,2507463,334441633603,2688593
878220,7249379162.585887,2023-01-16,156331,2763231,337975323306,2919562
787542,7170597028.014,2023-01-17,154522,2580424,315967889308,2734946
807069,7367091713.443236,2023-01-18,175059,2713005,332238028792,2888064
777522,6935993701.623899,2023-01-19,161220,2613828,344220112405,2775048
787871,6807556329.297724,2023-01-20,141312,2702504,361136465262,2843816
778668,7175817718.0009165,2023-01-21,170475,2805561,423075809793,2976036
712962,6635688549.864207,2023-01-22,147420,2380078,309640606715,2527498
715680,6765688252.326038,2023-01-23,139944,2416378,330481913928,2556322
799860,6684833900.945224,2023-01-24,143122,2694503,354314350785,2837625
781155,6828256419.215336,2023-01-25,132183,2673826,343458214008,2806009
803707,6799584835.889676,2023-01-26,146357,2680523,336567962729,2826880
820781,7865625199.201798,2023-01-27,183936,2794849,340548633550,2978785
790184,6899295867.515764,2023-01-28,137790,2594879,329462024225,2732669
798697,7140016236.28029,2023-01-29,165104,2842141,381762899607,3007245
823843,7292193317.798082,2023-01-30,191467,2946132,375346223265,3137599
900618,7426432202.2971,2023-01-31,188905,3094598,428448145951,3283503
876287,7252428132.4174,2023-02-01,189615,2962139,385628777589,3151754
934622,7268462530.94474,2023-02-02,172452,3121826,424429889539,3294278
820783,7184818152.608258,2023-02-03,165795,2851588,367967866648,3017383
815517,6891189350.550795,2023-02-04,157460,2811038,448284462932,2968498
784070,6799086050.560185,2023-02-05,175714,2785147,404861582228,2960861
785905,7550307437.356725,2023-02-06,169510,2727800,437936986890,2897310
904397,7930648322.641111,2023-02-07,177681,3100300,434118522539,3277981
846431,7370849685.950206,2023-02-08,173426,3020225,412768010671,3193651
908134,7268279677.228848,2023-02-09,183439,3276391,428503570082,3459830
845244,7374287090.05733,2023-02-10,153787,2957130,388619763200,3110917
790405,9356650827.011827,2023-02-11,144478,2736081,371996484325,2880559
805073,7532591084.208757,2023-02-12,147499,2750580,352844267494,2898079
892682,7469302734.775208,2023-02-13,170202,3138100,388207072678,3308302
822975,7460715567.018479,2023-02-14,152713,2920358,357754653061,3073071
867477,7716886412.490137,2023-02-15,175595,3130653,396735987378,3306248
881733,7983976818.932304,2023-02-16,188387,3236817,436709332097,3425204
895234,7887735069.0765505,2023-02-17,192226,3170883,420440392227,3363109
847372,7220912179.067225,2023-02-18,187556,2991453,394349648908,3179009
855756,7162201475.48758,2023-02-19,183361,3076786,412605599250,3260147
893303,7507628427.072691,2023-02-20,202259,3226042,424104431505,3428301
973383,7608263318.928472,2023-02-21,176931,3247709,419171373185,3424640
1016907,7677294080.345158,2023-02-22,186258,3402923,446447071630,3589181
1191063,7067209708.288302,2023-02-23,171223,3486445,452064892929,3657668
1214107,6982775418.493409,2023-02-24,163098,3489626,442216925870,3652724
1192119,6597216957.8854265,2023-02-25,141289,3354969,404372503951,3496258
1142626,6890620379.293534,2023-02-26,140303,3225443,377649097229,3365746
1290302,7588106294.338832,2023-02-27,164214,3653634,438035705531,3817848
1482879,7201215713.048481,2023-02-28,199691,4394754,506964613193,4594445
1568883,6281988101.803589,2023-03-01,190499,4273243,503558952199,4463742
1813773,5504850383.807841,2023-03-02,172740,5001479,571962456743,5174219
1354349,6942577219.76834,2023-03-03,202440,3831431,422329219186,4033871
1194860,6833883350.776548,2023-03-04,140678,3261573,366049382466,3402251
1199165,6643123231.715949,2023-03-05,132896,3242304,356613310528,3375200
1243501,6621575486.245287,2023-03-06,137208,3496553,376903618670,3633761
1106109,6862757386.293511,2023-03-07,174375,3357186,390074205906,3531561
1121963,6811535657.366081,2023-03-08,167897,3281230,365480562722,3449127
1183903,6801118372.257179,2023-03-09,178997,3556085,395873145381,3735082
1170984,7110697319.118572,2023-03-10,262622,3608434,407615549065,3871056
1154830,7468717490.958808,2023-03-11,218187,3507308,425305149380,3725495
1102260,6469440088.722393,2023-03-12,139211,3254764,381950485841,3393975
1162894,6880669937.197162,2023-03-13,213810,3581566,407313214247,3795376
1141511,7327458257.3839445,2023-03-14,183589,3483560,404408642577,3667149
1148881,7675861433.345883,2023-03-15,208142,3510857,420874087619,3718999
1219057,6751964751.62568,2023-03-16,210179,3608522,434240550117,3818701
1194848,6742236568.911767,2023-03-17,224763,3529641,436380250894,3754404
1069733,6640777550.387875,2023-03-18,159091,3248424,400135206653,3407515
1064784,6509345437.593182,2023-03-19,141209,3212871,366841819965,3354080
1094003,6747870029.153249,2023-03-20,168293,3416677,395653866449,3584970
1168154,6543452333.19314,2023-03-21,179448,3504358,397487339592,3683806
1503257,6566361882.774421,2023-03-22,272993,4440145,479031542321,4713138
1296058,6551400589.519618,2023-03-23,176697,3575244,404317593562,3751941
1348731,6673527138.654151,2023-03-24,147350,3469675,394266757906,3617025
1164639,6031491955.754399,2023-03-25,123240,3137353,344660368682,3260593
1215041,5913516528.267123,2023-03-26,157694,3208320,345346321936,3366014
1227906,6587512070.674152,2023-03-27,200529,3416242,397550878141,3616771
1561231,6767051804.791901,2023-03-28,171539,3719161,398964081823,3890700
1526877,6341063670.390724,2023-03-29,158968,3739316,401228333756,3898284
1301446,6652230274.980055,2023-03-30,158150,3444941,395398492131,3603091
1292218,6712568878.40503,2023-03-31,149450,3503523,427326885576,3652973
1208968,7066894358.030754,2023-04-01,131481,3254321,396875484396,3385802
1125278,6798986966.279111,2023-04-02,159459,3087097,375243299887,3246556
1249701,6843130478.164844,2023-04-03,178602,3579761,433291465370,3758363
1226031,6661733206.693938,2023-04-04,141108,3408458,391491634130,3549566
1205562,6369460204.522336,2023-04-05,149795,3473874,405108087683,3623669
1216407,6938426280.180271,2023-04-06,167810,3541077,421665441580,3708887
1205930,6249443856.907456,2023-04-07,132206,3406688,398861706557,3538894
1085374,6658875510.470966,2023-04-08,126409,3158165,376090325877,3284574
1104191,6191879843.697818,2023-04-09,125350,3192315,371797556131,3317665
1191763,6719356237.712636,2023-04-10,157329,3521936,448478308977,3679265
1279705,6353862082.625803,2023-04-11,153716,3578166,431466593280,3731882
1158558,6016454229.707566,2023-04-12,153354,3419184,437819760571,3572538
1174574,6164327797.413704,2023-04-13,182634,3488386,480525818320,3671020
1192238,5796537136.591254,2023-04-14,161570,3604538,495650037052,3766108
1115359,5317874958.602055,2023-04-15,134078,3288745,444688871608,3422823
1078762,4996291830.190895,2023-04-16,146308,3323240,460487076839,3469548
1155904,5327933307.942372,2023-04-17,142590,3689942,548121492198,3832532
1183124,5282638485.960669,2023-04-18,169767,3789412,567314162806,3959179
1179525,5316569562.498041,2023-04-19,174718,3764014,744658123364,3938732
1093094,5827950881.576997,2023-04-20,164519,3744333,705418996924,3908852
1113730,4907618358.442926,2023-04-21,179992,3698496,682964436855,3878488
1094524,4364656253.07168,2023-04-22,141295,3264331,645486844378,3405626
1097248,4731800003.760726,2023-04-23,121571,3271038,660867882584,3392609
1178423,5241782392.1374035,2023-04-24,190647,3626026,996849004950,3816673
1268289,4899404987.866622,2023-04-25,171730,3841629,1078567384342,4013359
1145695,4695782753.9766655,2023-04-26,181101,3902700,1042686917071,4083801
1361791,4324386571.935422,2023-04-27,200800,4152263,925435698238,4353063
1312256,4889560446.787201,2023-04-28,181828,4054550,744689329072,4236378
1230022,5248283812.506065,2023-04-29,162391,3646778,626470498965,3809169
1211759,4786997864.26648,2023-04-30,139462,3742993,579596201213,3882455
1247280,5886799821.3747015,2023-05-01,185101,3830244,561719956160,4015345
1234507,5061775352.125883,2023-05-02,177781,3856353,531791788646,4034134
1226873,5096482472.68127,2023-05-03,158141,3855787,599871130803,4013928
1231662,4985065365.809757,2023-05-04,165419,3857652,510184568480,4023071
1308521,5198673766.925485,2023-05-05,190057,4140811,568454511311,4330868
1287839,4968222304.542475,2023-05-06,172730,4020933,556129166919,4193663
1271965,6098069150.423389,2023-05-07,210219,4115561,545636031181,4325780
1348032,6062394800.316936,2023-05-08,313981,4580843,589669191136,4894824
1472480,5516231886.297363,2023-05-09,276564,4755066,633450937771,5031630
1423486,5628079049.002588,2023-05-10,224064,4629754,598971571175,4853818
1477940,5477603204.148509,2023-05-11,200797,4635373,559487347168,4836170
1324775,6808715841.428355,2023-05-12,245873,4448298,545239452259,4694171
1206380,5283603031.585369,2023-05-13,167501,3945450,468913763470,4112951
1173023,5888190691.682586,2023-05-14,163576,3746239,446209995193,3909815
1359322,6086957546.77046,2023-05-15,233345,4385440,529737869056,4618785
1407283,5054416285.752141,2023-05-16,397900,4584420,547603006672,4982320
1940396,5051586515.577717,2023-05-17,203251,5133845,609071914369,5337096
1384882,5567439309.39458,2023-05-18,214659,4583025,580983430208,4797684
1410268,5040730992.545082,2023-05-19,188349,4486791,583877732810,4675140
1326890,5161169418.08525,2023-05-20,176055,4310002,522083183975,4486057
1499781,4719109052.843465,2023-05-21,158658,4457084,534226189022,4615742
1437675,4981028642.929415,2023-05-22,195727,4518888,571402470431,4714615
1373269,5151864584.187212,2023-05-23,185207,4099516,534317314380,4284723
1310583,5716270541.707167,2023-05-24,249852,4212094,561125957514,4461946
1270528,4963965912.910202,2023-05-25,217492,3981583,550771445818,4199075
1278306,5067019235.639778,2023-05-26,178467,3944841,523052840018,4123308
1200684,4509058862.505622,2023-05-27,156616,3616777,448277579323,3773393
1157421,4802765718.463904,2023-05-28,163883,3618522,455528208149,3782405
1268485,5147968387.165674,2023-05-29,196777,4011698,493814862985,4208475
1422340,5077163823.9688,2023-05-30,190854,4243669,526350174864,4434523
1460488,5048869386.568797,2023-05-31,191991,4288630,533798432664,4480621
1441587,4640621076.97084,2023-06-01,190335,4106968,546562514631,4297303
1322347,4781082620.269876,2023-06-02,184182,3889335,502097671328,4073517
1272543,4466389694.366974,2023-06-03,176034,3704184,452160679489,3880218
1144403,5192751954.182883,2023-06-04,237056,3717548,512975614022,3954604
1478108,5372193227.958964,2023-06-05,249541,4333959,543479870949,4583500
1449791,4799875927.16771,2023-06-06,220096,4034739,532811589927,4254835
1313128,4880227136.275254,2023-06-07,206819,3857298,502900546481,4064117
1204294,4702315975.246687,2023-06-08,177001,3613729,481083787870,3790730
1238121,4387075814.091309,2023-06-09,184452,3708615,489877094067,3893067
1190047,5575290662.937871,2023-06-10,294845,3793148,540749331857,4087993
1129887,4921159413.512484,2023-06-11,181934,3318008,463462786512,3499942
1222568,5636868099.144121,2023-06-12,265382,3813622,495034276293,4079004
1236776,5163897700.466039,2023-06-13,230020,3730897,490399109911,3960917
1342732,5228526717.829297,2023-06-14,222204,4051490,553729061676,4273694
1366020,5353899034.0065,2023-06-15,184751,3916913,562825735349,4101664
1304628,4872936079.713873,2023-06-16,180469,3735666,496391182894,3916135
1201197,5436518382.042388,2023-06-17,165255,3436865,426928635539,3602120
1148494,4590409301.614352,2023-06-18,145301,3243830,407632727139,3389131
1238868,4877988958.32684,2023-06-19,177547,3681925,489182970256,3859472
1290740,4531129245.431352,2023-06-20,180600,4060978,478978335457,4241578
1334502,5261700163.565609,2023-06-21,250117,4273358,523171911085,4523475
1228400,4780709446.989916,2023-06-22,218773,3741281,475269317104,3960054
1357578,4532808872.0050335,2023-06-23,169942,4286584,537594202661,4456526
1273816,4409957787.151176,2023-06-24,138118,3775502,473894576483,3913620
1196405,4472930622.983751,2023-06-25,158579,3770697,462686876690,3929276
1197143,4870631523.339041,2023-06-26,171701,3731926,500769833381,3903627
1271615,4518284266.302967,2023-06-27,163715,3858979,488211465205,4022694
1226762,4590712093.380274,2023-06-28,166236,3733022,485292138793,3899258
1523733,4992896378.565692,2023-06-29,188457,4497452,525642795489,4685909
1522679,5069194605.012677,2023-06-30,219817,4662656,568649529505,4882473
1242425,4501833047.06747,2023-07-01,172258,3829929,473566140338,4002187
1181854,4681850366.186319,2023-07-02,148257,3553740,430656669341,3701997
1250746,4877558439.523102,2023-07-03,185471,3731609,457311817370,3917080
1258792,4604515217.160267,2023-07-04,180144,3749056,451107921938,3929200
1267378,5557311138.589176,2023-07-05,223160,3937468,483370882849,4160628
1251839,4605324196.45131,2023-07-06,179330,3841346,473314486513,4020676
1290843,4837945631.160434,2023-07-07,240490,3908496,480652978617,4148986
1253244,4391704017.367079,2023-07-08,149602,3628926,466084173421,3778528
1241645,4600976073.910122,2023-07-09,145081,3607948,460519769931,3753029
1297679,4716508279.070944,2023-07-10,182263,3862660,521607627483,4044923
1386345,4646846779.0318775,2023-07-11,165498,3994974,497779546631,4160472
1431784,4665347456.257983,2023-07-12,168746,3934496,479738478556,4103242
1426510,5027956031.665973,2023-07-13,269585,4051924,519012118996,4321509
1428625,4739034344.250286,2023-07-14,194408,4026862,507672591049,4221270
1364402,4581979924.38797,2023-07-15,142487,3671008,418459186499,3813495
1224880,4769417835.57791,2023-07-16,157863,3466446,415951344845,3624309
1319404,4802506917.252565,2023-07-17,163718,4031550,517528378683,4195268
1389451,4765062584.742644,2023-07-18,177262,3997917,497531041409,4175179
1313840,4886042055.755406,2023-07-19,141293,3746881,454556990416,3888174
1332144,5646561221.257886,2023-07-20,163918,3980592,485904649796,4144510
1305882,4893462046.664436,2023-07-21,166018,3852368,472306933826,4018386
1304675,4655612322.518729,2023-07-22,130330,3710727,436328743098,3841057
1217478,4399629336.315111,2023-07-23,133481,3726520,424609588844,3860001
1289567,4980848837.910098,2023-07-24,159406,3784813,464407861087,3944219
1309579,5027847216.579097,2023-07-25,140655,3738281,433510745779,3878936
1297538,5154893873.1423645,2023-07-26,153371,3747781,440305948417,3901152
1334178,4989160920.1862135,2023-07-27,186149,3788771,453816474469,3974920
1394110,5245031296.30838,2023-07-28,156692,3722585,424739250065,3879277
1426694,4495196485.624663,2023-07-29,145816,3719890,427154331104,3865706
1426023,4665002475.077586,2023-07-30,143072,3769172,406203474489,3912244
1417166,5454322311.869737,2023-07-31,169757,3981029,458387803831,4150786
1404655,5165794811.862726,2023-08-01,183332,3966981,480753545597,4150313
1337773,5100498053.64713,2023-08-02,164070,3792438,457049821496,3956508
1358499,5339597198.945377,2023-08-03,223979,3996218,509282194457,4220197
1292590,5836466277.21153,2023-08-04,155630,3817885,475946352101,3973515
1069963,5572363881.026978,2023-08-05,158321,3302390,463065539398,3460711
1113650,5412182958.542368,2023-08-06,146429,3349548,464336433584,3495977
1143026,5586176353.168457,2023-08-07,157593,3637073,483120195299,3794666
1106870,5152249443.055371,2023-08-08,149192,3561878,480600573966,3711070
1129203,5170928127.288142,2023-08-09,133128,3517444,481507881417,3650572
1072538,5134663205.670712,2023-08-10,121902,3432258,522553975429,3554160
1126268,4724985438.63696,2023-08-11,127795,3539918,459378004170,3667713
1293960,4487941726.309126,2023-08-12,117982,3675871,456602451115,3793853
1223756,4527453667.568819,2023-08-13,133663,3578666,450523933547,3712329
1272717,4812090096.632315,2023-08-14,150074,3802783,514364277812,3952857
1289615,4616978695.007253,2023-08-15,144632,3808431,497504564585,3953063
1159786,5086177222.599116,2023-08-16,168547,3578785,478968196846,3747332
1088087,6136785521.192864,2023-08-17,225675,3590182,521557050150,3815857
1123743,4852798939.046289,2023-08-18,153058,3495331,532988791603,3648389
936597,4887321522.761859,2023-08-19,135519,3036223,442323951621,3171742
916348,6112837990.071338,2023-08-20,121627,2936343,351984752364,3057970
1014837,5491851658.033996,2023-08-21,160257,3231123,380816528107,3391380
967966,5543138655.228641,2023-08-22,153592,3122775,382867803370,3276367
960195,4976976558.348382,2023-08-23,149624,3073414,365321818317,3223038
948042,4724224607.653038,2023-08-24,138409,3013784,360578566924,3152193
964192,5137211490.846304,2023-08-25,132846,3000149,358154958998,3132995
891998,4623684370.404298,2023-08-26,104994,2683082,336428011586,2788076
827547,4483685677.765332,2023-08-27,97071,2551842,337439637507,2648913
895076,5556361248.385283,2023-08-28,128863,2918328,343780975860,3047191
914528,5429661470.178158,2023-08-29,163819,2990243,372094570004,3154062
863027,6343423776.834724,2023-08-30,142808,2742303,335736563063,2885111
918266,4714828000.432657,2023-08-31,172084,3019428,387335280836,3191512
981989,4811663615.500127,2023-09-01,170301,3166793,391597411076,3337094
939517,4714260261.070882,2023-09-02,127471,2884976,337873620006,3012447
874651,4651621229.647571,2023-09-03,121391,2722071,320123235689,2843462
956801,4812778642.278571,2023-09-04,158325,2968145,384973240223,3126470
943292,4818242168.184198,2023-09-05,175649,2933995,703004737830,3109644
953257,4847358348.359606,2023-09-06,149513,2938637,783047417675,3088150
970437,4810512068.2518425,2023-09-07,150457,3028964,362328004599,3179421
921913,4946672424.24288,2023-09-08,136013,2895723,333546318030,3031736
850105,4747078888.56765,2023-09-09,108866,2627220,305676324197,2736086
836107,4975002770.607762,2023-09-10,113533,2563374,301425268068,2676907
894163,5886136508.64078,2023-09-11,149370,2847702,332527959493,2997072
987084,7411423697.6055,2023-09-12,184527,3045537,337618557668,3230064
1021517,4401823482.8969555,2023-09-13,127922,2892576,309666449893,3020498
953309,4387987034.764063,2023-09-14,137804,3010120,481874067429,3147924
978051,5050204086.848483,2023-09-15,151586,3092760,442843763674,3244346
943346,4303577096.795157,2023-09-16,126116,2948192,384160116799,3074308
920087,4469980416.974445,2023-09-17,111224,2779930,345611141454,2891154
1025962,5127830916.539796,2023-09-18,163684,3078165,382479236080,3241849
1035227,5184099011.961517,2023-09-19,129395,3020494,352620624692,3149889
960199,4587790193.920604,2023-09-20,140055,2920560,357187471564,3060615
950565,5097406244.24888,2023-09-21,161123,2961474,383212652238,3122597
943353,4967968483.321816,2023-09-22,160830,2903601,364264044919,3064431
906635,4398898543.526772,2023-09-23,104402,2694399,323172249363,2798801
906900,5388589106.222861,2023-09-24,119335,2704652,309760767639,2823987
997230,4653178744.899761,2023-09-25,117159,2976621,361496460301,3093780
1095483,4593457820.3449745,2023-09-26,112408,2957295,356655531588,3069703
1064380,4412389040.713472,2023-09-27,116725,2921857,342602872058,3038582
1051203,5149707809.277528,2023-09-28,117838,2985587,337498519841,3103425
942556,4638719005.851907,2023-09-29,109428,2754740,316157109917,2864168
915160,4551202275.931828,2023-09-30,92716,2673956,301800541856,2766672
920452,4610637139.640655,2023-10-01,106198,2639126,309565453915,2745324
943519,5402093473.5855,2023-10-02,121260,2790713,331277731271,2911973
944559,4643094225.950063,2023-10-03,108594,2761755,349646512560,2870349
915624,4848880923.59651,2023-10-04,114464,2724998,367794250005,2839462
922489,5292709868.484421,2023-10-05,109947,2709011,335844530000,2818958
960703,5478592342.637274,2023-10-06,117125,2747151,345071211083,2864276
943392,5259156170.357738,2023-10-07,97010,2646730,331702052416,2743740
958090,4530910404.925928,2023-10-08,104930,2607558,331092928125,2712488
977446,4787729410.309578,2023-10-09,127447,2805645,327474515210,2933092
1030586,7244667260.866721,2023-10-10,110575,2904836,327546046757,3015411
1043352,4755804771.772991,2023-10-11,109286,2870307,328222009400,2979593
1084298,5820636084.681423,2023-10-12,120711,2901908,329797996684,3022619
1006698,4793845356.45151,2023-10-13,116084,2809215,343617076393,2925299
910879,5039188544.3721895,2023-10-14,99047,2553497,290094047717,2652544
927401,4284662037.3407083,2023-10-15,110952,2585960,291020694051,2696912
1089241,5159509073.988786,2023-10-16,132492,3070924,361805882507,3203416
1047825,4737387893.314521,2023-10-17,127385,2954136,356381214958,3081521
1065475,8107038680.804622,2023-10-18,138848,2950773,347952282646,3089621
1013785,6524565192.404207,2023-10-19,142643,2904380,334513655551,3047023
1031673,5100948562.334149,2023-10-20,131206,2997664,352212641090,3128870
881434,4888586556.58176,2023-10-21,112211,2522893,310483444621,2635104
836878,4782061948.406689,2023-10-22,107310,2392536,297619067881,2499846
995373,7480953066.2241955,2023-10-23,170988,3047879,378305179957,3218867
1008064,6236677147.347133,2023-10-24,198123,3165846,397028048005,3363969
1023475,5933204267.439903,2023-10-25,177818,3076779,386353338233,3254597
1004746,5026026324.516721,2023-10-26,197128,2990388,384174411769,3187516
1039927,5820203226.00473,2023-10-27,497127,3135752,427558277623,3632879
1005074,5093236800.246495,2023-10-28,136117,2875392,354004972141,3011509
925172,5609913539.447306,2023-10-29,167513,2757915,353792721676,2925428
1045362,5778591932.045263,2023-10-30,152621,3082337,387103375750,3234958
1027393,5966347319.634702,2023-10-31,157386,3080790,412440119354,3238176
1019995,6023391037.658254,2023-11-01,177159,3096903,380856269569,3274062
1006446,7743883076.382056,2023-11-02,206018,3178279,390165720511,3384297
941623,5910589174.60126,2023-11-03,176968,2881991,373712727985,3058959
867634,6144597734.808704,2023-11-04,159296,2726546,336297549429,2885842
915615,8056227435.415174,2023-11-05,235970,2893328,382642118945,3129298
977627,7023661414.868694,2023-11-06,208520,3101709,387528382339,3310229
913386,5998072360.726775,2023-11-07,209382,2991574,376704150155,3200956
954178,7333946742.841535,2023-11-08,179025,3023771,375944010181,3202796
1027364,7632795122.803737,2023-11-09,279869,4094514,450562951321,4374383
1006823,7257717388.859567,2023-11-10,321719,3202991,380440080254,3524710
969091,5974732096.116665,2023-11-11,249578,3105514,379298872257,3355092
927550,7031793395.142584,2023-11-12,188808,2917045,358004617702,3105853
986862,8493114005.501845,2023-11-13,211284,3117585,383325479319,3328869
972938,6004264223.340244,2023-11-14,216155,3320331,380589885431,3536486
967601,6236173104.099356,2023-11-15,196605,3298430,383732573937,3495035
980430,4998911336.453219,2023-11-16,228653,4575434,411996388844,4804087
961390,3672657387.3289123,2023-11-17,209186,8144951,504107623317,8354137
874586,6590421196.803671,2023-11-18,143559,4479930,363171716305,4623489
829119,3187461389.88363,2023-11-19,143375,9368135,476779550849,9511510
931180,4816186242.006978,2023-11-20,213585,4361439,414200810404,4575024
920225,6246498887.692634,2023-11-21,325398,3366173,437132033622,3691571
951444,6828281877.806829,2023-11-22,240087,3304530,409981523186,3544617
943951,6816841390.868275,2023-11-23,194793,3066719,369137286816,3261512
992201,5876500766.326931,2023-11-24,184255,3158247,365552191932,3342502
892585,5624509369.134773,2023-11-25,158873,2767388,324762724909,2926261
885547,6515537467.036588,2023-11-26,175102,2820113,338994011007,2995215
958583,6389038544.84725,2023-11-27,212897,3118275,367142882687,3331172
967856,7968459965.958204,2023-11-28,206998,3196630,376281116715,3403628
963416,6588219433.519183,2023-11-29,179862,3038722,354073565340,3218584
980290,6344651607.869474,2023-11-30,188531,3132282,379706697357,3320813
976090,6407743232.465325,2023-12-01,189564,3151292,368683620366,3340856
910015,8646005239.541409,2023-12-02,196335,2960196,351525700112,3156531
875161,6616112931.0780325,2023-12-03,187363,2877418,343466654972,3064781
968704,7031273386.883839,2023-12-04,282932,3488563,414117935288,3771495
988740,6236827493.4937,2023-12-05,277647,3940128,413571712155,4217775
978499,6912209324.734547,2023-12-06,267420,4054065,417896688366,4321485
947129,3713586207.5388618,2023-12-07,221765,32460874,1010694327613,32682639
1009201,5005822803.439997,2023-12-08,289834,12543223,628477396368,12833057
974959,4428494455.808295,2023-12-09,236265,7604216,499683525955,7840481
903346,5529082939.767473,2023-12-10,205707,4414302,409872619639,4620009
983788,6866490899.0233755,2023-12-11,289999,3963325,445037434307,4253324
979681,7735837854.378691,2023-12-12,241046,3813187,428275684933,4054233
949635,5976424871.023742,2023-12-13,227605,4556963,452886290625,4784568
1005914,6138725932.8749485,2023-12-14,257996,4509053,447980913818,4767049
1182668,5474188361.473681,2023-12-15,312731,6273370,553366419218,6586101
936219,5993730896.958539,2023-12-16,223711,4379956,514887670839,4603667
942936,6053822716.065233,2023-12-17,256284,13961722,672424310995,14218006
994677,6930640205.331905,2023-12-18,257178,5260224,526862864911,5517402
1079667,4341715908.296988,2023-12-19,237178,11174088,614918450373,11411266
1035353,4875211052.940066,2023-12-20,201194,6639041,501540234208,6840235
1073090,7154099614.554101,2023-12-21,232018,4406865,483508960095,4638883
1009837,7585344076.355997,2023-12-22,230014,3996240,438703236747,4226254
925931,6155930965.080623,2023-12-23,253904,3966026,424556810175,4219930
929462,5641714389.305048,2023-12-24,297369,4207629,462172242189,4504998
968881,6422010107.852894,2023-12-25,237929,3947600,425997356114,4185529
1181714,6288188549.471244,2023-12-26,354376,5678051,555508381953,6032427
1452923,5904079915.186375,2023-12-27,291846,6082925,577669480272,6374771
1713635,6100225417.015706,2023-12-28,466581,6181607,685691584294,6648188
2531714,3766783242.140289,2023-12-29,333293,8908562,773252826414,9241855
